deleted_page,date_of_delete,name_of_page
/* clientsitelink-remove:1||enwiki */ Aramean Democratic Organization,20230509135200,المنظمة الديمقراطية الآرامية
/* clientsitelink-remove:1||enwiki */ Mark Leslie (footballer),20230923030721,مارك ليزلي
/* clientsitelink-remove:1||enwiki */ Max Alessandrini,20230816162441,ماكس أليساندريني
/* clientsitelink-remove:1||enwiki */ Michael Bormann,20230415161225,ميخائيل بورمان
/* clientsitelink-remove:1||enwiki */ Meclizine,20230525091124,ميكلوزين هيدروكلوريد
/* clientsitelink-remove:1||enwiki */ Certified Business Analysis Professional,20230329132806,شهادة محترف تحليل الأعمال
/* clientsitelink-remove:1||enwiki */ Nicholas Ebanks,20230630191611,نيكولاس إيبانكس
/* clientsitelink-remove:1||enwiki */ Joseph Sénat,20230522205302,جوزيف سينات
"/* clientsitelink-remove:1||enwiki */ Sargis Karapetyan (footballer, born 1963)",20230501002908,سركيس كارابتيان
/* clientsitelink-remove:1||enwiki */ Mil Mi-60,20230419230438,ميل مي-60
/* clientsitelink-remove:1||enwiki */ Suzy Styles,20230830022441,سوزي ستايلز
/* clientsitelink-remove:1||enwiki */ Will Davis (cyclist),20230522210149,ويل ديفيس (دراج على المضمار)
/* clientsitelink-remove:1||enwikivoyage */ Xinyang,20231011080525,شينيانج
/* clientsitelink-remove:1||enwikiversity */ Arachidonic acid,20230113094841,حمض الأراكيدونيك
/* clientsitelink-remove:1||enwiki */ HBasic,20230623004600,إتش بيسك
/* clientsitelink-remove:1||enwiki */ List of LATAM Argentina destinations,20230801062200,وجهات لاتام الأرجنتين
/* clientsitelink-remove:1||enwiki */ Al-Shohada'a Stadium,20230105062326,ملعب الشهداء (اليمن)
/* clientsitelink-remove:1||enwikivoyage */ Derby Line,20230206110241,ديربي لاين (فيرمونت)
/* clientsitelink-remove:1||enwiki */ Peta Hughes,20230730110617,بيتا هيوز
/* clientsitelink-remove:1||enwiki */ William Jesse McDonald,20230528100052,بيل مكدونالد
/* clientsitelink-remove:1||enwiki */ 265 (number),20231015061006,265 (عدد)
/* clientsitelink-remove:1||enwiki */ Sonic X,20230810204711,سونيك إكس
/* clientsitelink-remove:1||enwiki */ Ryan Palmer (darts player),20230526213721,ريان بالمر (لاعب دارت)
/* clientsitelink-remove:1||enwiki */ Amin Atallah,20230408141844,أمين عطا الله
/* clientsitelink-remove:1||enwiki */ Charles Hall (athlete),20230522204038,تشارلز هال (عداء مسافات طويلة)
/* clientsitelink-remove:1||enwiki */ Touriya Haoud,20230329014353,ثريا مهاود
/* clientsitelink-remove:1||enwikisource */ Author:Muhammad Yunus,20230810024034,محمد يونس
/* clientsitelink-remove:1||enwiki */ Fernandes Lima,20230413011655,فيرنانديز ليما
/* clientsitelink-remove:1||enwiki */ Abdulaziz Al-Jalabi,20230604234600,عبد العزيز الجلابي
/* clientsitelink-remove:1||enwiki */ George Barber (jumper),20230522204547,جورج باربر
/* clientsitelink-remove:1||enwiki */ Craig Edwards (snooker player),20230728200156,كرايغ إدواردز (لاعب سنوكر)
/* clientsitelink-remove:1||enwiki */ Choe Kum-chol,20231005231910,تشوي كم تشول
/* clientsitelink-remove:1||enwikisource */ The Kiss (1896 film),20230824214451,القبلة (فيلم 1896)
/* clientsitelink-remove:1||enwiki */ Aaron McCormack,20230530042422,هارون ماكورماك
/* clientsitelink-remove:1||enwiki */ Abbas Aroua,20230424173137,عباس عروة
/* clientsitelink-remove:1||enwiki */ Abdelkader Bakhti,20230121030630,عبد القادر بختي
/* clientsitelink-remove:1||enwiki */ Abdul Salem Jamshid,20230815195230,عبد السالم جمشيد
/* clientsitelink-remove:1||enwiki */ Abdullah Baiat,20230420233234,عبد الله بيات
/* clientsitelink-remove:1||enwiki */ Abijah Rivers,20230611001510,أبيجا ريفرز
/* clientsitelink-remove:1||enwikiquote */ Yasir Qadhi,20231008144711,ياسر قاضي
/* clientsitelink-remove:1||enwiki */ Action Wellness,20230906045553,آكشن ولنيس
/* clientsitelink-remove:1||enwiki */ Adam Bond,20230506045318,آدم بوند
/* clientsitelink-remove:1||enwiki */ Adam Davenport,20230616233508,آدم دافنبورت
/* clientsitelink-remove:1||enwiki */ List of UEFA European Championship goalscorers,20230213204909,قائمة هدافي بطولة أمم أوروبا
/* clientsitelink-remove:1||enwiki */ List of Adria Airways destinations,20230511130427,وجهات خطوط أدريا الجوية
/* clientsitelink-remove:1||enwiki */ Ahmad Nasir Safi,20230720233003,أحمد ناصر صافي
/* clientsitelink-remove:1||enwiki */ Ahmed Walid Ferhat,20230121025400,أحمد وليد فرحات
/* clientsitelink-remove:1||enwiki */ Jessica Falkholt,20231017232638,جيسيكا فالخولت
/* clientsitelink-remove:1||enwiki */ Al-Waha International School,20230107032302,مدرسة الواحة العالمية
/* clientsitelink-remove:1||enwiki */ Al Norman,20230429032908,أل نورمان
/* clientsitelink-remove:1||enwiki */ Al Tawhid International School,20230109083105,مدرسة التوحيد الدولية
/* clientsitelink-remove:1||enwiki */ Al Weed,20230219102622,أل ويد
"/* clientsitelink-remove:1||enwiki */ Al Young (American football, born 1902)",20230217032304,أل يونغ (لاعب كرة قدم أمريكية)
/* clientsitelink-remove:1||enwiki */ Aladdin (Indian TV series),20230113021550,علاء الدين (مسلسل هندي)
/* clientsitelink-remove:1||enwiki */ Elena Koshka,20230313022013,ايلينا كوشكا
/* clientsitelink-remove:1||enwiki */ Albania–Georgia relations,20230913025603,العلاقات الألبانية الجورجية
/* clientsitelink-remove:1||enwiki */ Aldo Duro (footballer),20230221223800,ألدو دورو
/* clientsitelink-remove:1||enwiki */ Aleksandr Soldatenkov (fencer),20230522203111,ألكسندر جنسكوف
/* clientsitelink-remove:1||enwiki */ Alex Nelson,20231010231217,أليكس نيلسون
/* clientsitelink-remove:1||enwiki */ Alex Pires,20230813225802,أليكس بيريس
/* clientsitelink-remove:1||enwiki */ Alexandra Norman,20230811022202,ألكسندرا نورمان
/* clientsitelink-remove:1||enwiki */ Alfred Syson,20230522203735,ألفريد سيسون
/* clientsitelink-remove:1||enwiki */ Ali Alawi,20230428234446,علي علاوي (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ Ali Omari,20230522141602,علي عمر (لاعب كرة قدم أفغاني)
/* clientsitelink-remove:1||enwikiquote */ Alia Bhatt,20230101112728,عاليا بهات
/* clientsitelink-remove:1||enwiki */ Alisha Foote,20230406233307,أليشا فووت
/* clientsitelink-remove:1||enwiki */ The Continental (upcoming TV series),20230209185122,كونتيننتال: من عالم جون ويك
/* clientsitelink-remove:1||enwiki */ Allen H. Greenfield,20230531012521,ألين إتش غرينفيلد
/* clientsitelink-remove:1||enwiki */ Alyssa George,20230902132410,أليسا جورج
/* clientsitelink-remove:1||enwiki */ American Comparative Literature Association,20230824051142,الجمعية الأمريكية للأدب المقارن
/* clientsitelink-remove:1||enwiki */ Amin August Jr.,20230930041009,أمين أوقست جونيور
/* clientsitelink-remove:1||enwikiquote */ Craig of the Creek,20230325102038,كريغ من الجدول
/* clientsitelink-remove:1||enwiki */ Amy Chambers,20230214053625,إيمي شامبرز
/* clientsitelink-remove:1||enwiki */ Richard Gregory (rower),20230522205916,ريتشارد غريغوري
/* clientsitelink-remove:1||enwiki */ Ana Mihajlović,20230622225747,آنا ميهايلوفيتش
/* clientsitelink-remove:1||enwiki */ Anaesthesia Trauma and Critical Care,20231020163851,التخدير والصدمات والعناية الفائقة
/* clientsitelink-remove:1||enwiki */ Sigmund Muenz,20230522210018,سيجموند ميونز
/* clientsitelink-remove:1||enwiki */ Anatoly Jakovlev,20230522203824,أناتولي زاكوفليف
/* clientsitelink-remove:1||enwiki */ Ancient Egyptian deities in popular culture,20230125195732,الآلهة المصرية القديمة في الثقافة الشعبية
/* clientsitelink-remove:1||enwiki */ Andrew C. Skinner,20230707230838,أندرو س. سكينر
/* clientsitelink-remove:1||enwiki */ Andrew Glover (composer),20230926114922,أندرو غلوفر (ملحن)
/* clientsitelink-remove:1||enwiki */ Andrew Henderson (diplomat),20230214203558,أندرو هندرسون (دبلوماسي)
/* clientsitelink-remove:1||enwiki */ Andrew Smith (composer),20230423224234,أندرو سميث (ملحن)
/* clientsitelink-remove:1||enwiki */ Andrew Young (political operative),20230502235858,أندرو يونغ (عضو مجموعة ضغط)
/* clientsitelink-remove:1||enwiki */ Andrés Felipe Acosta,20230611120449,أندريس فيليبي أكوستا
/* clientsitelink-remove:1||enwiki */ Angie Phillips,20231017055130,أنجي فيليبس
/* clientsitelink-remove:1||enwiki */ Anna Ali,20231002124112,آنا علي
/* clientsitelink-remove:1||enwiki */ Anthony Cantor,20230216090548,أنتوني كانتور
/* clientsitelink-remove:1||enwiki */ Arab League–Russia relations,20230805024011,العلاقات العربية الروسية
/* clientsitelink-remove:1||enwiki */ Aramco Training Services Company,20230224044202,شركة أرامكو لخدمات التدريب
/* clientsitelink-remove:1||enwiki */ Aristide Pontanani,20230522203904,أريستيد بونتاناني
/* clientsitelink-remove:1||enwiki */ Arjun Malhotra,20230614163604,أرجون مالهوترا
/* clientsitelink-remove:1||enwiki */ Luigi Pinelli,20230522205507,أرولودو بينيلي
/* clientsitelink-remove:1||enwiki */ Archibald Murray (fencer),20230522203859,آرثر موراي
/* clientsitelink-remove:1||enwiki */ Ashley Lemince,20230713030542,أشلي لومانس
/* clientsitelink-remove:1||enwiki */ Attila Császár (footballer),20230429144050,أتيلا تشازار
/* clientsitelink-remove:1||enwiki */ Aude Moreau (footballer),20230811183414,أودي مورو
/* clientsitelink-remove:1||enwiki */ An Jong-ho,20230723025434,آن جونغ-هو
/* clientsitelink-remove:1||enwiki */ Azzouz Kara,20230703141653,عزوز قرة
/* clientsitelink-remove:1||enwiki */ B. Dan Berger temp,20230830155231,دان بيرغر
/* clientsitelink-remove:1||enwiki */ Background and causes of the Iranian Revolution,20230212201558,خلفية الثورة الإيرانية وأسبابها
/* clientsitelink-remove:1||enwiki */ Banu Khutheer,20230303165628,بني خضير
/* clientsitelink-remove:1||enwiki */ Barry Lakin,20230816224649,باري لاكين
/* clientsitelink-remove:1||enwiki */ 2015–16 Bangladesh Championship League,20230705184643,الدوري البنجلاديشي لكرة القدم 2015–16
/* clientsitelink-remove:1||enwiki */ Nobles International School,20230110134827,مدرسة النبلاء العالمية
/* clientsitelink-remove:1||enwiki */ Beat-sheet,20231021105924,جدول نقاط التحول
/* clientsitelink-remove:1||enwiki */ Beladi International School Jeddah,20230106203818,مدرسة بلادي العالمية
/* clientsitelink-remove:1||enwiki */ Belkacem Niati,20230129050143,بلقاسم نياطى
/* clientsitelink-remove:1||enwiki */ Ben Clark (mountaineer),20230923163453,بين كلارك (متسلق جبال)
"/* clientsitelink-remove:1||enwiki */ Ben Martin (footballer, born 1986)",20230414185049,بين مارتن
/* clientsitelink-remove:1||enwiki */ Ben Phillips (poet),20230608013302,بين فيليبس (شاعر)
/* clientsitelink-remove:1||enwiki */ Ben Phillips (rugby union),20230503145228,بين فيليبس (لاعب اتحاد الرغبي)
/* clientsitelink-remove:1||enwiki */ Ben Rhodes (footballer),20230703141838,بين رودس
/* clientsitelink-remove:1||enwiki */ Nikolas Cruz,20230616150328,نيكولاس كروز
/* clientsitelink-remove:1||enwiki */ Bernardo Gómez Martínez,20230505235143,برناردو غوميز مارتينيز
/* clientsitelink-remove:1||enwiki */ Big Lurch (cosmology),20230918173007,التمايل العظيم (علم الكونيات)
/* clientsitelink-remove:1||enwiki */ Bill Collins (American football player),20230306103848,بيل كولينز (لاعب كرة قدم أمريكية)
/* clientsitelink-remove:1||enwiki */ Axel Haglund,20230522203935,أكسل هاغلوند
/* clientsitelink-remove:1||enwiki */ Bio Base Europe,20230706063857,بايو بيز أوروبا
/* clientsitelink-remove:1||enwiki */ Blake Aaron,20230612233813,بليك هارون
/* clientsitelink-remove:1||enwiki */ Thinkerview,20230718171454,ثينكرفيو
/* clientsitelink-remove:1||enwiki */ Bob Cox (ice hockey),20230827211024,بوب كوكس
/* clientsitelink-remove:1||enwiki */ Body moment,20230921200853,عزم الجسد
/* clientsitelink-remove:1||enwiki */ Boris Arsenyev,20230522203950,بوريس أرسينييف
/* clientsitelink-remove:1||enwiki */ Brainstem glioma,20230426010928,ورم جذع الدماغ الدبقي
/* clientsitelink-remove:1||enwiki */ Helle Klein,20231006000704,هيل كلاين
/* clientsitelink-remove:1||enwiki */ Brett Mellor,20230522182117,بريت ميلور
/* clientsitelink-remove:1||enwiki */ Brian Baker (diplomat),20230319030445,برايان بيكر
/* clientsitelink-remove:1||enwiki */ Brian Kennedy (record producer),20230327072506,برايان كينيدي (موسيقي)
/* clientsitelink-remove:1||enwiki */ Brooke C. Wells,20230622202108,بروك س. ولز
/* clientsitelink-remove:1||enwiki */ Bruce Aitken,20230925022855,بروس إيتكن
/* clientsitelink-remove:1||enwiki */ Bruce Judd,20230902000607,بروس جود
/* clientsitelink-remove:1||enwiki */ Bustami,20230408144619,بسطامي (لاعب كرة قدم)
/* clientsitelink-remove:1||enwiki */ CMH Masjid Jhelum,20230526013836,مسجد المستشفى العسكري جهلم
/* clientsitelink-remove:1||enwiki */ Cabinet selection,20231006174010,اختيار الخزانة
/* clientsitelink-remove:1||enwiki */ Egyptian Renaissance Party,20230511223754,حزب نهضة مصر
/* clientsitelink-remove:1||enwiki */ Gene Gomes,20230426234140,جين غوميز
/* clientsitelink-remove:1||enwiki */ Captain Submarine,20230525095840,كابتن سبمارين
/* clientsitelink-remove:1||enwiki */ Frank Fowler Loomis,20230321205207,فرانك فولر لوميس
/* clientsitelink-remove:1||enwiki */ Carl Berger (cinematographer),20230731075842,كارل بيرغر (مصور سينمائي)
/* clientsitelink-remove:1||enwiki */ Carl Blaze,20230106084400,كارل بليز
/* clientsitelink-remove:1||enwiki */ Carl Breer,20230324170804,كارل برير
/* clientsitelink-remove:1||enwiki */ Carlos (DJ),20230318015844,كارلوس (دي جيه)
/* clientsitelink-remove:1||enwiki */ Nana Mensah (footballer),20231022002600,نانا منساه
/* clientsitelink-remove:1||enwiki */ Rachael Chadwick,20230803123015,راتشيل تشادويك
/* clientsitelink-remove:1||enwiki */ Christen Drew,20230730073551,كريستن درو
/* clientsitelink-remove:1||enwiki */ Christine Evans (singer-songwriter),20230502013634,كريستين إيفانز
/* clientsitelink-remove:1||enwiki */ Christine M. Rose,20230517123831,كريستين إم. روز
/* clientsitelink-remove:1||enwiki */ Christopher Olsen (actor),20230413234040,كريستوفر أولسن
/* clientsitelink-remove:1||enwikiquote */ Lilian Ngoyi,20230713033422,ليليان نغويي
"/* clientsitelink-remove:1||enwiki */ Ahmed Malallah (footballer, born 1990)",20230630143025,أحمد مال الله (لاعب كرة قدم مواليد 1990)
/* clientsitelink-remove:1||enwiki */ CogniFit,20230919125154,كوجنفيت
/* clientsitelink-remove:1||enwiki */ Cognitive traps for intelligence analysis,20230623204324,الفخاخ المعرفية للتحليل الاستخباراتي
/* clientsitelink-remove:1||enwiki */ Conditional budgeting,20230131004110,ميزانية مشروطة
/* clientsitelink-remove:1||enwiki */ Conrad Hubert,20230225114010,كونراد هوبير
/* clientsitelink-remove:1||enwiki */ Constance Hsu,20230418213307,كونستانس هسو
/* clientsitelink-remove:1||enwiki */ Early Christianity,20230419143450,مسيحية مبكرة
/* clientsitelink-remove:1||enwiki */ Cornelius Butcher,20230626223247,كورنيليوس بوتشر
/* clientsitelink-remove:1||enwiki */ Corrie Erickson,20230506014053,كوري إريكسون
/* clientsitelink-remove:1||enwiki */ Rebecca Bellingham,20230707201334,ريبيكا بيلينجهام
/* clientsitelink-remove:1||enwiki */ Customer interaction tracker,20231014183334,متعقب تفاعل العملاء
/* clientsitelink-remove:1||enwiki */ Cynthia Aaron,20230502053518,سينثيا هارون
/* clientsitelink-remove:1||enwiki */ Cédric Vernier,20230802233340,سيدريك فيرناير
/* clientsitelink-remove:1||enwikivoyage */ Dala,20231013073144,دالا (نيجيريا)
/* clientsitelink-remove:1||enwiki */ Damani Horton,20230725022139,داماني هورتون
/* clientsitelink-remove:1||enwiki */ Dan Chen,20230708022109,دان تشن
/* clientsitelink-remove:1||enwiki */ Dan Stover,20230413164839,دان ستوفر
/* clientsitelink-remove:1||enwiki */ Dani Daniels,20230711201504,داني دانييلس
/* clientsitelink-remove:1||enwiki */ Dani Daniels,20230719045556,داني دانييلس
/* clientsitelink-remove:1||enwiki */ Daniel Frank Gerber,20230404130827,دانيال فرانك جيربر
/* clientsitelink-remove:1||enwiki */ Danielle Keaton,20231016024321,دانيال كيتون
/* clientsitelink-remove:1||enwiki */ Dante Roberson,20230526072800,دانتي روبرسون
/* clientsitelink-remove:1||enwiki */ Darin Andonov,20230708170104,دارين أندونوف
/* clientsitelink-remove:1||enwiki */ Dark stain,20230524004846,اللطخ الداكن
/* clientsitelink-remove:1||enwiki */ EaseUS Data Recovery Wizard,20230508210326,إيزي يو إس
/* clientsitelink-remove:1||enwiki */ Dave Brown (entrepreneur),20230713030448,ديف براون (رائد أعمال)
/* clientsitelink-remove:1||enwiki */ David Campbell (Ninja Warrior),20230723052950,ديفيد كامبل (موسيقي)
/* clientsitelink-remove:1||enwiki */ David Pérez (footballer),20230814165127,ديفيد بيريز
/* clientsitelink-remove:1||enwiki */ Dean Walker,20230411203957,دينيسي ووكر
/* clientsitelink-remove:1||enwiki */ Declan Edwards,20230810225655,ديكلان إدواردز
/* clientsitelink-remove:1||enwiki */ Defining equation (physics),20231010001447,معادلة تعريفية (فيزياء)
/* clientsitelink-remove:1||enwiki */ Manola Brunet,20230520212303,مانولا برونيت
/* clientsitelink-remove:1||enwiki */ Demetrius Ross,20230429183225,ديمتريوس روس
/* clientsitelink-remove:1||enwiki */ Dermot FitzGerald,20230907171422,ديرموت فيتزجيرالد
/* clientsitelink-remove:1||enwiki */ Devon Roberts,20230621233646,ديفون روبرتس
/* clientsitelink-remove:1||enwiki */ Dhahran Ahliyyah School,20230122232310,مدارس الظهران الأهلية
"/* clientsitelink-remove:1||enwiki */ Dimitar Dimitrov (footballer, born 1989)",20230916105502,ديميتار ديميتروف (لاعب كرة قدم بلغاري)
/* clientsitelink-remove:1||enwiki */ Dino Diana,20230522204138,دينو ديانا
/* clientsitelink-remove:1||enwiki */ Mohamed Atwa,20230315101459,محمد عطوة
/* clientsitelink-remove:1||enwiki */ Yaghob Eissa,20230517233148,يعقوب عيسى
/* clientsitelink-remove:1||enwiki */ Dominic North,20230615232919,دومينيك نورث
/* clientsitelink-remove:1||enwiki */ Donald G. Kelly,20230906233710,دونالد جي. كيلي
/* clientsitelink-remove:1||enwiki */ Economic secession,20230509233429,انفصال اقتصادي
/* clientsitelink-remove:1||enwiki */ Efraín Saavedra,20230331063700,إفراين سافيدرا
/* clientsitelink-remove:1||enwiki */ El Idrissi High School,20230913004401,ثانوية الإدريسي
/* clientsitelink-remove:1||enwiki */ Elliott Richardson,20230728200158,إليوت ريتشاردسون (لاعب كرة قدم كندية)
"/* clientsitelink-remove:1||enwiki */ Embassy of Ukraine, Bern",20230419121216,سفارة أوكرانيا في سويسرا
/* clientsitelink-remove:1||enwiki */ Emilio Cordero,20230801014526,إميليو كورديرو
/* clientsitelink-remove:1||enwiki */ Emmanuel Daniel,20230611062142,ايمانويل دانيال (رائد أعمال)
/* clientsitelink-remove:1||enwiki */ Eric William Barnum,20230514233314,إريك بارنوم
/* clientsitelink-remove:1||enwiki */ Eric Lee (Canadian football),20230516171657,اريك لي (لاعب كرة قدم كندية)
/* clientsitelink-remove:1||enwiki */ Escan Tower,20230601184417,برج إسكان
/* clientsitelink-remove:1||enwiki */ Eugène Plisson,20230522204327,يوغين بليسون
/* clientsitelink-remove:1||enwiki */ Explore Learning,20230624101324,شركة إكسبلور ليرنينج
/* clientsitelink-remove:1||enwiki */ Farah Naqvi,20230829073307,فرح نقفي
"/* clientsitelink-remove:1||enwiki */ Fausto Klinger (footballer, born 1976)",20230213182903,فاوستو كلينجر
/* clientsitelink-remove:1||enwiki */ Angus Gilmour,20230527090540,بيتر غيلمور (لاعب كرة الريشة)
/* clientsitelink-remove:1||enwiki */ Francesco Pietrasanta,20230522204345,فرانشيسكو بيتراسانتا
/* clientsitelink-remove:1||enwiki */ Francisco Andra,20230718122926,فرنسيسكو أندرا
/* clientsitelink-remove:1||enwiki */ Abdulrahman Najr,20230630142838,عبد الرحمن نجر
/* clientsitelink-remove:1||enwiki */ Adel Saqr,20230630143103,عادل صقر
/* clientsitelink-remove:1||enwiki */ Hatem Abdulrahman,20230630142814,حاتم عبد الرحمن
/* clientsitelink-remove:1||enwiki */ Frank Mills (American actor),20230224233417,فرانك ميلز (ممثل أمريكي)
/* clientsitelink-remove:1||enwiki */ Frank Richard Maloney,20230704190800,فرانك ريتشارد مالوني
/* clientsitelink-remove:1||enwiki */ Fábio Marques,20230504234307,فابيو ماركيز
/* clientsitelink-remove:1||enwikiquote */ Susan Wojcicki,20230302234939,سوزان وجسيكي
/* clientsitelink-remove:1||enwiki */ Gary Dunham,20230516234240,غاري دونهام
/* clientsitelink-remove:1||enwiki */ Gaston Renard,20230522204516,جاستون رينارد
/* clientsitelink-remove:1||enwiki */ Geeta Khanna (voice actress),20230715070916,غيتا خانا
/* clientsitelink-remove:1||enwiki */ George Dexter Whitcomb,20230419140645,جورج ديكستر ويتكومب
/* clientsitelink-remove:1||enwiki */ Fashafeesh,20230421033522,فشافيش
/* clientsitelink-remove:1||enwiki */ Oskar Forsman,20230522205658,أوسكار فورسمان
/* clientsitelink-remove:1||enwiki */ Module:Pages with authority control identifiers,20230119011426,وحدة:Pages with authority control identifiers
/* clientsitelink-remove:1||enwiki */ George Perez (actor),20230816185935,جورج بيريز (ممثل)
/* clientsitelink-remove:1||enwiki */ Georgy Zakyrich,20230522204705,جورجي زاكريش
/* clientsitelink-remove:1||enwiki */ Gerardo Ochoa Vargas,20230613051310,جيراردو أوتشوا فارغاس
/* clientsitelink-remove:1||enwiki */ Gerry Boyle,20230514125353,جيري بويل
/* clientsitelink-remove:1||enwiki */ Manarat Jeddah International School,20230112023915,منارة جدة الدولية
/* clientsitelink-remove:1||enwiki */ Giulio Cagiati,20230522204719,جوليو كاجياتي
/* clientsitelink-remove:1||enwiki */ Petter Rocha,20230503034904,غونزالو روتشا
/* clientsitelink-remove:1||enwiki */ Gordon E. Hines,20230906210911,غوردون إي. هاينز
/* clientsitelink-remove:1||enwiki */ Lauren Aspinall,20230802131349,لورين أسبينال
/* clientsitelink-remove:1||enwiki */ Greer Barnes (soccer),20230805041408,غرير بارنز
/* clientsitelink-remove:1||enwiki */ Gregg Burnett,20230629232007,جريج بيرنت
/* clientsitelink-remove:1||enwiki */ Grenada–Japan relations,20230304052747,العلاقات اليابانية الغرينادية
/* clientsitelink-remove:1||enwiki */ Guillermo Álvarez,20231001215111,غويلرمو ألفاريز
/* clientsitelink-remove:1||enwiki */ Gustaaf van Hulstijn,20230522204731,غوستاف فان هولستين
/* clientsitelink-remove:1||enwiki */ Charles Garnier (rower),20230522204037,تشارلز غارنييه (مجدف)
/* clientsitelink-remove:1||enwiki */ Gyula Iványi,20230522204758,جيولا إيفاني
/* clientsitelink-remove:1||enwiki */ György Balázs,20230325173719,جيورجي بلازس
/* clientsitelink-remove:1||enwiki */ Polina Kuklina,20230614233437,بولينا كوكلينا
/* clientsitelink-remove:1||enwiki */ Habib Al-Habib,20230728200157,حبيب الحبيب
/* clientsitelink-remove:1||enwiki */ Oulmes Mineral Water,20230219233321,أولماس للمياه المعدنية
/* clientsitelink-remove:1||enwiki */ Oulmes Mineral Water,20230305114734,أولماس للمياه المعدنية
/* clientsitelink-remove:1||enwiki */ Hamish MacDonald (author),20230709120412,هاميش ماكدونالد (كاتب خيال علمي)
/* clientsitelink-remove:1||enwiki */ Hap Palmer,20230403143018,هاب بالمر
/* clientsitelink-remove:1||enwikiquote */ Anne Kosgei,20230704132114,آن كوسغي
/* clientsitelink-remove:1||enwiki */ Harlan Page Davidson,20230331094729,هارلان بيج ديفيدسون
/* clientsitelink-remove:1||enwiki */ Mohammed Barhouma,20230930121344,محمد برهومة
/* clientsitelink-remove:1||enwiki */ Kevin Galván,20230617054700,كيفن غالفان
/* clientsitelink-remove:1||enwiki */ Duan Fang (volleyball),20230928202256,دوان فانغ
/* clientsitelink-remove:1||enwiki */ Mahlagha Jaberi,20230717011127,مهلقا جابري
"/* clientsitelink-remove:1||enwiki */ Hawk Ravine, California",20231019233913,هوك رابين
/* clientsitelink-remove:1||enwiki */ Henry Clay Fry,20230307182329,هنري كلاي فراي
/* clientsitelink-remove:1||enwiki */ Henri Davids,20230522204835,هنري دافيدز
/* clientsitelink-remove:1||enwiki */ Herb Howe,20230914153828,هيرب هاو
/* clientsitelink-remove:1||enwiki */ Himalaya International School,20230422142958,مدرسة هيمالايا الدولية
/* clientsitelink-remove:1||enwikiquote */ ¡Mucha Lucha!,20230305072914,المصارعين المقنعين
/* clientsitelink-remove:1||enwiki */ Ernest Bong,20230614222643,إرنست بونغ
/* clientsitelink-remove:1||enwiki */ Liam Jacob,20230317073231,ليام جاكوب
/* clientsitelink-remove:1||enwiki */ Ralph René,20230720060956,رالف رينيه
/* clientsitelink-remove:1||enwiki */ Paddy Milner,20230731233945,بادي ميلنر
/* clientsitelink-remove:1||enwiki */ Hollie Lo,20230406135133,هولي لو
/* clientsitelink-remove:1||enwiki */ Hernán Torres,20231004225008,هيرنان توريس
/* clientsitelink-remove:1||enwiki */ Yakhchāl of Kashmar,20230725153153,يخجال كاشمر
/* clientsitelink-remove:1||enwiki */ Suva Reka,20230503202908,سوفا ريكا
/* clientsitelink-remove:1||enwiki */ Shantou,20230608015032,شانتو
/* clientsitelink-remove:1||enwiki */ Varennes-en-Argonne,20230715050701,فارين، كيبك (فرنسا)
/* clientsitelink-remove:1||enwiki */ Huda Alnoor International School,20230210041012,مدرسة هدى النور العالمية
/* clientsitelink-remove:1||enwiki */ List of most-played video games by player count,20230415180109,قائمة ألعاب الفيديو حسب عدد اللاعبين
/* clientsitelink-remove:1||enwiki */ Hugó Hoch,20230522204939,هوغو هوتش
/* clientsitelink-remove:1||enwiki */ Hussain Abdul-Hussain,20230915154418,حسين عبد الحسين
/* clientsitelink-remove:1||enwiki */ Iranian dissidents,20230319225210,المنشقون الإيرانيون
/* clientsitelink-remove:1||enwiki */ Paul Lindquist,20230507181851,باول ليندكويست
/* clientsitelink-remove:1||enwiki */ Johan Lindqvist,20230522205132,جون يندكفيست
/* clientsitelink-remove:1||enwiki */ Hysterectomy Educational Resources and Services Foundation,20230520050804,مؤسسة هيرز لتقديم الخدمات التعليمية والتوعية حول عمليات استئصال الرحم
"/* clientsitelink-remove:1||enwiki */ Héctor Martínez (footballer, born 1967)",20230507142643,هيكتور مارتينيز
/* clientsitelink-remove:1||enwiki */ Hélder Reis,20230616090435,هيلدر ريس
/* clientsitelink-remove:1||enwiki */ Richard Iwai,20230807043430,ريتشارد إيواي
/* clientsitelink-remove:1||enwiki */ ISO 31-2,20230330110555,المنظمة الدولية للمعايير 2-31
/* clientsitelink-remove:1||enwiki */ International Trade Office Group,20230402025323,مجموعة المكتب الدولي للتجارة
/* clientsitelink-remove:1||enwiki */ Ideology of the Iranian Revolution,20230308222733,أيديولوجية الثورة الإيرانية
/* clientsitelink-remove:1||enwiki */ Ilario Cozzi,20230511062348,إيلاريو كوزي
/* clientsitelink-remove:1||enwiki */ Imbros and Tenedos,20230604200355,إمبروس وتينيدوس
/* clientsitelink-remove:1||enwiki */ India International School (Kuwait),20230123230557,المدرسة الهندية الدولية (الكويت)
/* clientsitelink-remove:1||enwiki */ Initial point,20230310005428,نقطة أولية
/* clientsitelink-remove:1||enwiki */ Intact America,20230202010544,أمريكا سليمة
/* clientsitelink-remove:1||enwiki */ Abdulrahman Al-Dhefiri,20230513001624,عبد الرحمن الظفيري
